SeqNum,Time,Description,Operator,EntryLocation,ExitLocation,Product,RemRides,Change,Balance
8,11/28/16 18:33,Entry,Metrorail,L'Enfant Plza N,,StoredValue FF,,0.00 ,27.95 
9,11/28/16 18:51,Exit,Metrorail,L'Enfant Plza N,Crystal City,StoredValue FF,,(2.15),25.80 
10,11/29/16 8:36,Entry,Metrorail,Tenleytown-AU,,StoredValue FF,,0.00 ,25.80 
11,11/29/16 9:01,Exit,Metrorail,Tenleytown-AU,L'Enfant Plza N,StoredValue FF,,(3.05),22.75 
12,11/29/16 18:51,Entry,Metrorail,L'Enfant Plza N,,StoredValue FF,,0.00 ,22.75 
13,11/29/16 19:19,Exit,Metrorail,L'Enfant Plza N,Tenleytown-AU,StoredValue FF,,(3.05),19.70 
14,11/30/16 8:40,Entry,Metrorail,Tenleytown-AU,,StoredValue FF,,0.00 ,19.70 
15,11/30/16 9:07,Exit,Metrorail,Tenleytown-AU,L'Enfant Plza N,StoredValue FF,,(3.05),16.65 
0,11/30/16 18:24,Entry,Metrorail,L'Enfant Plza N,,StoredValue FF,,0.00 ,16.65 
1,11/30/16 18:53,Exit,Metrorail,L'Enfant Plza N,Va Sq-GMU,StoredValue FF,,(2.85),13.80 
2,12/1/16 8:47,Entry,Metrorail,Tenleytown-AU,,StoredValue FF,,0.00 ,13.80 
3,12/1/16 9:10,Exit,Metrorail,Tenleytown-AU,L'Enfant Plza N,StoredValue FF,,(3.05),10.75 
4,12/1/16 19:15,Entry,Metrorail,L'Enfant Plza N,,StoredValue FF,,0.00 ,10.75 
5,12/1/16 19:30,Exit,Metrorail,L'Enfant Plza N,Crystal City,StoredValue FF,,(1.75),9.00 
5,12/5/16 9:00,"Sale

Cancelled Trans",Metrorail,Tenleytown-AU,,StoredValue FF,,0.00 ,9.00 
6,12/5/16 9:00,Entry,Metrorail,Tenleytown-AU,,StoredValue FF,,0.00 ,9.00 
7,12/5/16 9:21,Exit,Metrorail,Tenleytown-AU,L'Enfant Plza N,StoredValue FF,,(3.05),5.95 
8,12/5/16 16:53,Entry,Metrorail,L'Enfant Plza N,,StoredValue FF,,0.00 ,5.95 
9,12/5/16 17:17,Exit,Metrorail,L'Enfant Plza N,Tenleytown-AU,StoredValue FF,,(3.05),2.90 
9,12/6/16 8:14,"Sale

Cancelled Trans",Metrorail,Tenleytown-AU,,StoredValue FF,,0.00 ,2.90 
10,12/6/16 8:15,Sale,Metrorail,Tenleytown-AU,,StoredValue FF,,30.00 ,32.90 
11,12/6/16 8:15,Entry,Metrorail,Tenleytown-AU,,StoredValue FF,,0.00 ,32.90 
12,12/6/16 8:41,Exit,Metrorail,Tenleytown-AU,L'Enfant Plza N,StoredValue FF,,(3.05),29.85 
13,12/6/16 17:07,Entry,Metrorail,L'Enfant Plza N,,StoredValue FF,,0.00 ,29.85 
14,12/6/16 17:38,Exit,Metrorail,L'Enfant Plza N,Tenleytown-AU,StoredValue FF,,(3.05),26.80 
0,12/7/16 9:02,Exit,Metrorail,,L'Enfant Plza N,StoredValue FF,,(3.05),23.75 
15,12/7/16 8:38,Entry,Metrorail,Tenleytown-AU,,StoredValue FF,,0.00 ,26.80 
1,12/7/16 17:17,Entry,Metrorail,L'Enfant Plza N,,StoredValue FF,,0.00 ,23.75 
2,12/7/16 17:50,Exit,Metrorail,L'Enfant Plza N,Va Sq-GMU,StoredValue FF,,(2.85),20.90 
3,12/8/16 8:52,Entry,Metrorail,Tenleytown-AU,,StoredValue FF,,0.00 ,20.90 
4,12/8/16 9:19,Exit,Metrorail,Tenleytown-AU,L'Enfant Plza N,StoredValue FF,,(3.05),17.85 
5,12/8/16 16:31,Entry,Metrorail,L'Enfant Plza N,,StoredValue FF,,0.00 ,17.85 
6,12/8/16 16:54,Exit,Metrorail,L'Enfant Plza N,King St,StoredValue FF,,(3.35),14.50 
7,12/12/16 8:40,Entry,Metrorail,Tenleytown-AU,,StoredValue FF,,0.00 ,14.50 
8,12/12/16 9:04,Exit,Metrorail,Tenleytown-AU,L'Enfant Plza N,StoredValue FF,,(3.05),11.45 
9,12/12/16 18:41,Entry,Metrorail,L'Enfant Plza N,,StoredValue FF,,0.00 ,11.45 
10,12/12/16 18:49,Exit,Metrorail,L'Enfant Plza N,Crystal City,StoredValue FF,,(2.15),9.30 
11,12/13/16 8:24,Entry,Metrorail,Tenleytown-AU,,StoredValue FF,,0.00 ,9.30 
12,12/13/16 8:57,Exit,Metrorail,Tenleytown-AU,L'Enfant Plza N,StoredValue FF,,(3.05),6.25 
13,12/13/16 17:10,Entry,Metrorail,L'Enfant Plza N,,StoredValue FF,,0.00 ,6.25 
14,12/13/16 17:36,Exit,Metrorail,L'Enfant Plza N,Tenleytown-AU,StoredValue FF,,(3.05),3.20 
0,12/14/16 9:12,Exit,Metrorail,,L'Enfant Plza N,StoredValue FF,,(3.05),0.15 
15,12/14/16 8:44,Entry,Metrorail,Tenleytown-AU,,StoredValue FF,,0.00 ,3.20 
1,12/14/16 18:16,Sale,Metrorail,L'Enfant Plza N,,StoredValue FF,,30.00 ,30.15 
2,12/14/16 18:17,Entry,Metrorail,L'Enfant Plza N,,StoredValue FF,,0.00 ,30.15 
3,12/14/16 18:29,Exit,Metrorail,L'Enfant Plza N,Crystal City,StoredValue FF,,(2.15),28.00 
4,12/15/16 8:34,Entry,Metrorail,Tenleytown-AU,,StoredValue FF,,0.00 ,28.00 
5,12/15/16 9:08,Exit,Metrorail,Tenleytown-AU,L'Enfant Plza N,StoredValue FF,,(3.05),24.95 
6,12/15/16 17:43,Entry,Metrorail,L'Enfant Plza N,,StoredValue FF,,0.00 ,24.95 
7,12/15/16 18:13,Exit,Metrorail,L'Enfant Plza N,Tenleytown-AU,StoredValue FF,,(3.05),21.90 
8,12/19/16 17:18,Entry,Metrorail,L'Enfant Plza N,,StoredValue FF,,0.00 ,21.90 
9,12/19/16 17:51,Exit,Metrorail,L'Enfant Plza N,Tenleytown-AU,StoredValue FF,,(3.05),18.85 
10,12/20/16 8:39,Entry,Metrorail,Tenleytown-AU,,StoredValue FF,,0.00 ,18.85 
11,12/20/16 9:06,Exit,Metrorail,Tenleytown-AU,L'Enfant Plza N,StoredValue FF,,(3.05),15.80 
12,12/20/16 18:39,Entry,Metrorail,L'Enfant Plza N,,StoredValue FF,,0.00 ,15.80 
13,12/20/16 18:58,Exit,Metrorail,L'Enfant Plza N,Crystal City,StoredValue FF,,(2.15),13.65 
14,12/21/16 8:26,Entry,Metrorail,Tenleytown-AU,,StoredValue FF,,0.00 ,13.65 
15,12/21/16 8:49,Exit,Metrorail,Tenleytown-AU,L'Enfant Plza N,StoredValue FF,,(3.05),10.60 
0,12/21/16 18:02,Entry,Metrorail,L'Enfant Plza N,,StoredValue FF,,0.00 ,10.60 
1,12/21/16 18:28,Exit,Metrorail,L'Enfant Plza N,Tenleytown-AU,StoredValue FF,,(3.05),7.55 
2,1/3/17 9:05,Entry,Metrorail,Tenleytown-AU,,StoredValue FF,,0.00 ,7.55 
3,1/3/17 9:28,Exit,Metrorail,Tenleytown-AU,L'Enfant Plza N,StoredValue FF,,(3.05),4.50 
4,1/3/17 17:11,Entry,Metrorail,L'Enfant Plza N,,StoredValue FF,,0.00 ,4.50 
5,1/3/17 17:38,Exit,Metrorail,L'Enfant Plza N,Tenleytown-AU,StoredValue FF,,(3.05),1.45 
6,1/4/17 9:02,Sale,Metrorail,Tenleytown-AU,,StoredValue FF,,30.00 ,31.45 
7,1/4/17 9:02,Entry,Metrorail,Tenleytown-AU,,StoredValue FF,,0.00 ,31.45 
8,1/4/17 9:27,Exit,Metrorail,Tenleytown-AU,L'Enfant Plza N,StoredValue FF,,(3.05),28.40 
9,1/4/17 18:19,Entry,Metrorail,L'Enfant Plza N,,StoredValue FF,,0.00 ,28.40 
10,1/4/17 18:31,Exit,Metrorail,L'Enfant Plza N,Crystal City,StoredValue FF,,(2.15),26.25 
11,1/5/17 8:56,Entry,Metrorail,Tenleytown-AU,,StoredValue FF,,0.00 ,26.25 
12,1/5/17 9:15,Exit,Metrorail,Tenleytown-AU,L'Enfant Plza N,StoredValue FF,,(3.05),23.20 
13,1/5/17 17:20,Entry,Metrorail,L'Enfant Plza N,,StoredValue FF,,0.00 ,23.20 
14,1/5/17 17:41,Exit,Metrorail,L'Enfant Plza N,Tenleytown-AU,StoredValue FF,,(3.05),20.15 
15,1/9/17 9:15,Entry,Metrorail,Tenleytown-AU,,StoredValue FF,,0.00 ,20.15 
0,1/9/17 9:40,Exit,Metrorail,,L'Enfant Plza N,StoredValue FF,,(3.05),17.10 
1,1/9/17 17:19,Entry,Metrorail,L'Enfant Plza N,,StoredValue FF,,0.00 ,17.10 
2,1/9/17 17:36,Exit,Metrorail,L'Enfant Plza N,Crystal City,StoredValue FF,,(2.15),14.95 
3,1/10/17 8:12,Entry,Metrorail,Tenleytown-AU,,StoredValue FF,,0.00 ,14.95 
4,1/10/17 8:35,Exit,Metrorail,Tenleytown-AU,L'Enfant Plza N,StoredValue FF,,(3.05),11.90 
5,1/10/17 16:52,Entry,Metrorail,L'Enfant Plza N,,StoredValue FF,,0.00 ,11.90 
6,1/10/17 17:22,Exit,Metrorail,L'Enfant Plza N,Tenleytown-AU,StoredValue FF,,(3.05),8.85 
7,1/11/17 8:30,Entry,Metrorail,Tenleytown-AU,,StoredValue FF,,0.00 ,8.85 
8,1/11/17 8:59,Exit,Metrorail,Tenleytown-AU,L'Enfant Plza N,StoredValue FF,,(3.05),5.80 
9,1/11/17 18:55,Entry,Metrorail,L'Enfant Plza N,,StoredValue FF,,0.00 ,5.80 
10,1/11/17 19:17,Exit,Metrorail,L'Enfant Plza N,Crystal City,StoredValue FF,,(2.15),3.65 
11,1/12/17 8:36,Sale,Metrorail,Tenleytown-AU,,StoredValue FF,,30.00 ,33.65 
12,1/12/17 8:37,Entry,Metrorail,Tenleytown-AU,,StoredValue FF,,0.00 ,33.65 
13,1/12/17 9:00,Exit,Metrorail,Tenleytown-AU,L'Enfant Plza N,StoredValue FF,,(3.05),30.60 
14,1/12/17 16:46,Entry,Metrorail,L'Enfant Plza N,,StoredValue FF,,0.00 ,30.60 
15,1/12/17 17:10,Exit,Metrorail,L'Enfant Plza N,Tenleytown-AU,StoredValue FF,,(3.05),27.55 
0,1/17/17 8:36,Entry,Metrorail,Tenleytown-AU,,StoredValue FF,,0.00 ,27.55 
1,1/17/17 9:02,Exit,Metrorail,Tenleytown-AU,L'Enfant Plza N,StoredValue FF,,(3.05),24.50 
2,1/17/17 17:24,Entry,Metrorail,L'Enfant Plza N,,StoredValue FF,,0.00 ,24.50 
3,1/17/17 17:46,Exit,Metrorail,L'Enfant Plza N,Tenleytown-AU,StoredValue FF,,(3.05),21.45 
4,1/18/17 7:57,Entry,Metrorail,Tenleytown-AU,,StoredValue FF,,0.00 ,21.45 
5,1/18/17 8:28,Exit,Metrorail,Tenleytown-AU,L'Enfant Plza N,StoredValue FF,,(3.05),18.40 
6,1/18/17 17:40,Entry,Metrorail,L'Enfant Plza N,,StoredValue FF,,0.00 ,18.40 
7,1/18/17 17:55,Exit,Metrorail,L'Enfant Plza N,Crystal City,StoredValue FF,,(2.15),16.25 
8,1/20/17 10:13,Entry,Metrorail,Tenleytown-AU,,StoredValue FF,,0.00 ,16.25 
9,1/20/17 10:28,Exit,Metrorail,Tenleytown-AU,Grosvenor,StoredValue FF,,(3.05),13.20 
10,1/20/17 15:07,Entry,Metrorail,Grosvenor,,StoredValue FF,,0.00 ,13.20 
11,1/20/17 15:22,Exit,Metrorail,Grosvenor,Rockville,StoredValue FF,,(2.60),10.60 
12,1/23/17 8:12,Entry,Metrorail,Tenleytown-AU,,StoredValue FF,,0.00 ,10.60 
13,1/23/17 8:40,Exit,Metrorail,Tenleytown-AU,L'Enfant Plza N,StoredValue FF,,(3.05),7.55 
14,1/23/17 18:20,Entry,Metrorail,L'Enfant Plza N,,StoredValue FF,,0.00 ,7.55 
15,1/23/17 18:34,Exit,Metrorail,L'Enfant Plza N,Crystal City,StoredValue FF,,(2.15),5.40 
0,1/25/17 8:28,Entry,Metrorail,Tenleytown-AU,,StoredValue FF,,0.00 ,5.40 
1,1/25/17 8:55,Exit,Metrorail,Tenleytown-AU,L'Enfant Plza N,StoredValue FF,,(3.05),2.35 
2,1/25/17 18:40,Sale,Metrorail,L'Enfant Plza N,,StoredValue FF,,30.00 ,32.35 
3,1/25/17 18:40,Entry,Metrorail,L'Enfant Plza N,,StoredValue FF,,0.00 ,32.35 
4,1/25/17 19:03,Exit,Metrorail,L'Enfant Plza N,Tenleytown-AU,StoredValue FF,,(3.05),29.30 
5,1/26/17 8:28,Entry,Metrorail,Tenleytown-AU,,StoredValue FF,,0.00 ,29.30 
6,1/26/17 8:53,Exit,Metrorail,Tenleytown-AU,L'Enfant Plza N,StoredValue FF,,(3.05),26.25 
7,1/26/17 17:56,Entry,Metrorail,L'Enfant Plza N,,StoredValue FF,,0.00 ,26.25 
8,1/26/17 18:30,Exit,Metrorail,L'Enfant Plza N,Court House,StoredValue FF,,(2.55),23.70 
9,1/30/17 9:12,Entry,Metrorail,Tenleytown-AU,,StoredValue FF,,0.00 ,23.70 
10,1/30/17 9:41,Exit,Metrorail,Tenleytown-AU,L'Enfant Plza N,StoredValue FF,,(3.05),20.65 
11,1/30/17 18:32,Entry,Metrorail,L'Enfant Plza N,,StoredValue FF,,0.00 ,20.65 
12,1/30/17 19:16,Exit,Metrorail,L'Enfant Plza N,Tenleytown-AU,StoredValue FF,,(3.05),17.60 
13,1/31/17 8:13,Entry,Metrorail,Tenleytown-AU,,StoredValue FF,,0.00 ,17.60 
14,1/31/17 8:39,Exit,Metrorail,Tenleytown-AU,L'Enfant Plza N,StoredValue FF,,(3.05),14.55 
15,1/31/17 16:38,Entry,Metrorail,L'Enfant Plza N,,StoredValue FF,,0.00 ,14.55 
0,1/31/17 17:11,Exit,Metrorail,,Tenleytown-AU,StoredValue FF,,(3.05),11.50 
1,2/1/17 8:21,Entry,Metrorail,Tenleytown-AU,,StoredValue FF,,0.00 ,11.50 
2,2/1/17 8:49,Exit,Metrorail,Tenleytown-AU,L'Enfant Plza N,StoredValue FF,,(3.05),8.45 
3,2/1/17 16:47,Entry,Metrorail,L'Enfant Plza N,,StoredValue FF,,0.00 ,8.45 
4,2/1/17 16:59,Exit,Metrorail,L'Enfant Plza N,Crystal City,StoredValue FF,,(2.15),6.30 
5,2/6/17 8:26,Entry,Metrorail,Tenleytown-AU,,StoredValue FF,,0.00 ,6.30 
6,2/6/17 9:17,Exit,Metrorail,Tenleytown-AU,L'Enfant Plza N,StoredValue FF,,(3.05),3.25 
7,2/6/17 18:30,Entry,Metrorail,L'Enfant Plza N,,StoredValue FF,,0.00 ,3.25 
9,2/7/17 8:26,Sale,Metrorail,Tenleytown-AU,,StoredValue FF,,30.00 ,31.10 
10,2/7/17 8:27,Entry,Metrorail,Tenleytown-AU,,StoredValue FF,,0.00 ,31.10 
11,2/7/17 8:51,Exit,Metrorail,Tenleytown-AU,L'Enfant Plza N,StoredValue FF,,(3.05),28.05 
12,2/7/17 17:18,Entry,Metrorail,L'Enfant Plza N,,StoredValue FF,,0.00 ,28.05 
13,2/7/17 17:42,Exit,Metrorail,L'Enfant Plza N,Tenleytown-AU,StoredValue FF,,(3.05),25.00 
14,2/8/17 8:23,Entry,Metrorail,Tenleytown-AU,,StoredValue FF,,0.00 ,25.00 
15,2/8/17 8:46,Exit,Metrorail,Tenleytown-AU,L'Enfant Plza N,StoredValue FF,,(3.05),21.95 
0,2/8/17 17:42,Entry,Metrorail,L'Enfant Plza N,,StoredValue FF,,0.00 ,21.95 
1,2/8/17 18:06,Exit,Metrorail,L'Enfant Plza N,Tenleytown-AU,StoredValue FF,,(3.05),18.90 
2,2/9/17 8:43,Entry,Metrorail,Tenleytown-AU,,StoredValue FF,,0.00 ,18.90 
3,2/9/17 9:06,Exit,Metrorail,Tenleytown-AU,L'Enfant Plza N,StoredValue FF,,(3.05),15.85 
4,2/9/17 17:32,Entry,Metrorail,L'Enfant Plza N,,StoredValue FF,,0.00 ,15.85 
5,2/9/17 18:01,Exit,Metrorail,L'Enfant Plza N,Tenleytown-AU,StoredValue FF,,(3.05),12.80 
6,2/13/17 8:25,Entry,Metrorail,Tenleytown-AU,,StoredValue FF,,0.00 ,12.80 
7,2/13/17 8:50,Exit,Metrorail,Tenleytown-AU,L'Enfant Plza N,StoredValue FF,,(3.05),9.75 
8,2/13/17 17:39,Entry,Metrorail,L'Enfant Plza N,,StoredValue FF,,0.00 ,9.75 
9,2/13/17 17:45,Exit,Metrorail,L'Enfant Plza N,Gal Pl-Chntwn N,StoredValue FF,,(2.15),7.60 
10,2/14/17 8:18,Entry,Metrorail,Tenleytown-AU,,StoredValue FF,,0.00 ,7.60 
11,2/14/17 8:41,Exit,Metrorail,Tenleytown-AU,L'Enfant Plza N,StoredValue FF,,(3.05),4.55 
12,2/14/17 16:42,Entry,Metrorail,L'Enfant Plza N,,StoredValue FF,,0.00 ,4.55 
13,2/14/17 17:08,Exit,Metrorail,L'Enfant Plza N,Tenleytown-AU,StoredValue FF,,(3.05),1.50 
14,2/14/17 17:08,Sale,Metrorail,Tenleytown-AU,,StoredValue FF,,30.00 ,31.50 
15,2/15/17 8:39,Entry,Metrorail,Tenleytown-AU,,StoredValue FF,,0.00 ,31.50 
0,2/15/17 9:03,Exit,Metrorail,,L'Enfant Plza N,StoredValue FF,,(3.05),28.45 
1,2/15/17 17:44,Entry,Metrorail,L'Enfant Plza N,,StoredValue FF,,0.00 ,28.45 
2,2/15/17 18:11,Exit,Metrorail,L'Enfant Plza N,Ballston,StoredValue FF,,(3.05),25.40 
3,2/16/17 8:37,Entry,Metrorail,Tenleytown-AU,,StoredValue FF,,0.00 ,25.40 
4,2/16/17 9:04,Exit,Metrorail,Tenleytown-AU,L'Enfant Plza N,StoredValue FF,,(3.05),22.35 
5,2/16/17 17:51,Entry,Metrorail,L'Enfant Plza N,,StoredValue FF,,0.00 ,22.35 
6,2/16/17 18:29,Exit,Metrorail,L'Enfant Plza N,Tenleytown-AU,StoredValue FF,,(3.05),19.30 
7,2/21/17 8:32,Entry,Metrorail,Tenleytown-AU,,StoredValue FF,,0.00 ,19.30 
8,2/21/17 9:03,Exit,Metrorail,Tenleytown-AU,L'Enfant Plza N,StoredValue FF,,(3.05),16.25 
9,2/21/17 16:59,Entry,Metrorail,L'Enfant Plza N,,StoredValue FF,,0.00 ,16.25 
10,2/21/17 17:25,Exit,Metrorail,L'Enfant Plza N,Tenleytown-AU,StoredValue FF,,(3.05),13.20 
11,2/22/17 8:57,Entry,Metrorail,Tenleytown-AU,,StoredValue FF,,0.00 ,13.20 
12,2/22/17 9:21,Exit,Metrorail,Tenleytown-AU,L'Enfant Plza N,StoredValue FF,,(3.05),10.15 
13,2/22/17 17:23,Entry,Metrorail,L'Enfant Plza N,,StoredValue FF,,0.00 ,10.15 
14,2/22/17 17:46,Exit,Metrorail,L'Enfant Plza N,Tenleytown-AU,StoredValue FF,,(3.05),7.10 
15,2/23/17 8:35,Entry,Metrorail,Tenleytown-AU,,StoredValue FF,,0.00 ,7.10 
0,2/23/17 9:03,Exit,Metrorail,,L'Enfant Plza N,StoredValue FF,,(3.05),4.05 
1,2/23/17 17:20,Entry,Metrorail,L'Enfant Plza N,,StoredValue FF,,0.00 ,4.05 
2,2/23/17 17:54,Exit,Metrorail,L'Enfant Plza N,Tenleytown-AU,StoredValue FF,,(3.05),1.00 
3,2/27/17 9:02,Sale,Metrorail,Tenleytown-AU,,StoredValue FF,,30.00 ,31.00 
4,2/27/17 9:02,Entry,Metrorail,Tenleytown-AU,,StoredValue FF,,0.00 ,31.00 
5,2/27/17 9:30,Exit,Metrorail,Tenleytown-AU,L'Enfant Plza N,StoredValue FF,,(3.05),27.95 
6,2/27/17 18:08,Entry,Metrorail,L'Enfant Plza N,,StoredValue FF,,0.00 ,27.95 
7,2/27/17 18:25,Exit,Metrorail,L'Enfant Plza N,Crystal City,StoredValue FF,,(2.15),25.80 
8,2/28/17 17:03,Entry,Metrorail,L'Enfant Plza N,,StoredValue FF,,0.00 ,25.80 
9,2/28/17 17:24,Exit,Metrorail,L'Enfant Plza N,Tenleytown-AU,StoredValue FF,,(3.05),22.75 
10,3/1/17 8:39,Entry,Metrorail,Tenleytown-AU,,StoredValue FF,,0.00 ,22.75 
11,3/1/17 9:05,Exit,Metrorail,Tenleytown-AU,L'Enfant Plza N,StoredValue FF,,(3.05),19.70 
12,3/1/17 17:13,Entry,Metrorail,L'Enfant Plza N,,StoredValue FF,,0.00 ,19.70 
13,3/1/17 17:41,Exit,Metrorail,L'Enfant Plza N,Tenleytown-AU,StoredValue FF,,(3.05),16.65 
14,3/2/17 8:54,Entry,Metrorail,Tenleytown-AU,,StoredValue FF,,0.00 ,16.65 
15,3/2/17 9:20,Exit,Metrorail,Tenleytown-AU,L'Enfant Plza N,StoredValue FF,,(3.05),13.60 
0,3/2/17 20:29,Entry,Metrorail,L'Enfant Plza N,,StoredValue FF,,0.00 ,13.60 
1,3/2/17 20:41,Exit,Metrorail,L'Enfant Plza N,Gal Pl-Chntwn N,StoredValue FF,,(1.75),11.85 
2,3/6/17 8:51,Entry,Metrorail,Tenleytown-AU,,StoredValue FF,,0.00 ,11.85 
3,3/6/17 9:15,Exit,Metrorail,Tenleytown-AU,L'Enfant Plza N,StoredValue FF,,(3.05),8.80 
4,3/6/17 17:13,Entry,Metrorail,L'Enfant Plza N,,StoredValue FF,,0.00 ,8.80 
5,3/6/17 17:41,Exit,Metrorail,L'Enfant Plza N,Tenleytown-AU,StoredValue FF,,(3.05),5.75 
6,3/7/17 8:27,Entry,Metrorail,Tenleytown-AU,,StoredValue FF,,0.00 ,5.75 
7,3/7/17 8:54,Exit,Metrorail,Tenleytown-AU,L'Enfant Plza N,StoredValue FF,,(3.05),2.70 
8,3/7/17 16:59,Entry,Metrorail,L'Enfant Plza N,,StoredValue FF,,0.00 ,2.70 
9,3/7/17 17:26,Exit,Metrorail,L'Enfant Plza N,Tenleytown-AU,StoredValue FF,,(3.05),(0.35)
10,3/7/17 17:26,Sale,Metrorail,Tenleytown-AU,,StoredValue FF,,30.00 ,29.65 
11,3/8/17 8:16,Entry,Metrorail,Tenleytown-AU,,StoredValue FF,,0.00 ,29.65 
12,3/8/17 8:41,Exit,Metrorail,Tenleytown-AU,L'Enfant Plza N,StoredValue FF,,(3.05),26.60 
13,3/8/17 16:29,Entry,Metrorail,L'Enfant Plza N,,StoredValue FF,,0.00 ,26.60 
14,3/8/17 16:53,Exit,Metrorail,L'Enfant Plza N,Tenleytown-AU,StoredValue FF,,(3.05),23.55 
15,3/9/17 8:29,Entry,Metrorail,Tenleytown-AU,,StoredValue FF,,0.00 ,23.55 
0,3/9/17 8:55,Exit,Metrorail,,L'Enfant Plza N,StoredValue FF,,(3.05),20.50 
1,3/9/17 16:49,Entry,Metrorail,L'Enfant Plza N,,StoredValue FF,,0.00 ,20.50 
2,3/9/17 17:13,Exit,Metrorail,L'Enfant Plza N,Tenleytown-AU,StoredValue FF,,(3.05),17.45 
3,3/13/17 8:50,Entry,Metrorail,Tenleytown-AU,,StoredValue FF,,0.00 ,17.45 
4,3/13/17 9:23,Exit,Metrorail,Tenleytown-AU,L'Enfant Plza N,StoredValue FF,,(3.05),14.40 
5,3/13/17 17:15,Entry,Metrorail,L'Enfant Plza N,,StoredValue FF,,0.00 ,14.40 
6,3/13/17 17:40,Exit,Metrorail,L'Enfant Plza N,Tenleytown-AU,StoredValue FF,,(3.05),11.35 
7,3/15/17 8:50,Entry,Metrorail,Tenleytown-AU,,StoredValue FF,,0.00 ,11.35 
8,3/15/17 9:19,Exit,Metrorail,Tenleytown-AU,L'Enfant Plza N,StoredValue FF,,(3.05),8.30 
9,3/15/17 16:58,Entry,Metrorail,L'Enfant Plza N,,StoredValue FF,,0.00 ,8.30 
10,3/15/17 17:25,Exit,Metrorail,L'Enfant Plza N,Tenleytown-AU,StoredValue FF,,(3.05),5.25 
11,3/16/17 8:54,Entry,Metrorail,Tenleytown-AU,,StoredValue FF,,0.00 ,5.25 
12,3/16/17 9:27,Exit,Metrorail,Tenleytown-AU,L'Enfant Plza N,StoredValue FF,,(3.05),2.20 
13,3/16/17 16:56,Entry,Metrorail,L'Enfant Plza N,,StoredValue FF,,0.00 ,2.20 
14,3/16/17 17:17,Exit,Metrorail,L'Enfant Plza N,Tenleytown-AU,StoredValue FF,,(3.05),(0.85)
15,3/16/17 17:18,Sale,Metrorail,Tenleytown-AU,,StoredValue FF,,30.00 ,29.15 
0,3/20/17 8:33,Entry,Metrorail,Tenleytown-AU,,StoredValue FF,,0.00 ,29.15 
1,3/20/17 9:01,Exit,Metrorail,Tenleytown-AU,L'Enfant Plza N,StoredValue FF,,(3.05),26.10 
2,3/20/17 17:08,Entry,Metrorail,L'Enfant Plza N,,StoredValue FF,,0.00 ,26.10 
3,3/20/17 17:34,Exit,Metrorail,L'Enfant Plza N,Tenleytown-AU,StoredValue FF,,(3.05),23.05 
4,4/12/17 7:33,Entry,Metrorail,Tenleytown-AU,,StoredValue FF,,0.00 ,23.05 
5,4/12/17 7:54,Exit,Metrorail,Tenleytown-AU,L'Enfant Plza N,StoredValue FF,,(3.05),20.00 
6,4/12/17 16:18,Entry,Metrorail,L'Enfant Plza N,,StoredValue FF,,0.00 ,20.00 
7,4/12/17 16:43,Exit,Metrorail,L'Enfant Plza N,Tenleytown-AU,StoredValue FF,,(3.05),16.95 
8,4/13/17 8:23,Entry,Metrorail,Tenleytown-AU,,StoredValue FF,,0.00 ,16.95 
9,4/13/17 8:45,Exit,Metrorail,Tenleytown-AU,L'Enfant Plza N,StoredValue FF,,(3.05),13.90 
10,4/13/17 17:09,Entry,Metrorail,L'Enfant Plza N,,StoredValue FF,,0.00 ,13.90 
11,4/13/17 17:33,Exit,Metrorail,L'Enfant Plza N,Tenleytown-AU,StoredValue FF,,(3.05),10.85 
12,4/17/17 8:08,Entry,Metrorail,Tenleytown-AU,,StoredValue FF,,0.00 ,10.85 
13,4/17/17 8:32,Exit,Metrorail,Tenleytown-AU,L'Enfant Plza N,StoredValue FF,,(3.05),7.80 
14,4/17/17 16:21,Entry,Metrorail,L'Enfant Plza N,,StoredValue FF,,0.00 ,7.80 
15,4/17/17 16:47,Exit,Metrorail,L'Enfant Plza N,Tenleytown-AU,StoredValue FF,,(3.05),4.75 
0,4/18/17 8:11,Entry,Metrorail,Tenleytown-AU,,StoredValue FF,,0.00 ,4.75 
1,4/18/17 8:38,Exit,Metrorail,Tenleytown-AU,L'Enfant Plza N,StoredValue FF,,(3.05),1.70 
3,4/18/17 16:30,Entry,Metrorail,L'Enfant Plza N,,StoredValue FF,,0.00 ,31.70 
4,4/18/17 16:51,Exit,Metrorail,L'Enfant Plza N,Tenleytown-AU,StoredValue FF,,(3.05),28.65 
5,4/19/17 8:02,Entry,Metrorail,Tenleytown-AU,,StoredValue FF,,0.00 ,28.65 
6,4/19/17 8:30,Exit,Metrorail,Tenleytown-AU,L'Enfant Plza N,StoredValue FF,,(3.05),25.60 
7,4/19/17 16:51,Entry,Metrorail,L'Enfant Plza N,,StoredValue FF,,0.00 ,25.60 
8,4/19/17 17:13,Exit,Metrorail,L'Enfant Plza N,Tenleytown-AU,StoredValue FF,,(3.05),22.55 
9,4/20/17 7:56,Entry,Metrorail,Tenleytown-AU,,StoredValue FF,,0.00 ,22.55 
10,4/20/17 8:21,Exit,Metrorail,Tenleytown-AU,L'Enfant Plza W,StoredValue FF,,(3.05),19.50 
11,4/20/17 17:06,Entry,Metrorail,L'Enfant Plza N,,StoredValue FF,,0.00 ,19.50 
